,genres,app_name,Item_name,Hours_Played,release_year,sentiment_analysis
1291,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,15.55,2012,1
1292,Action,Unturned,Unturned,0.02,2017,0
1293,RPG,Robocraft,Robocraft,26.55,2017,2
1294,Free to Play,Robocraft,Robocraft,1.22,2017,2
1295,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,104.83,2012,2
1296,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,720.72,2012,2
1297,Simulation,Garry's Mod,Garry's Mod,45.5,2006,2
1298,Indie,Garry's Mod,Garry's Mod,67.55,2006,2
1299,Indie,Castle Crashers®,Castle Crashers,3.02,2012,2
1300,Adventure,Rust,Rust,14.2,2013,2
1301,Simulation,Garry's Mod,Garry's Mod,25.85,2006,2
1302,Indie,Terraria,Terraria,602.88,2011,2
1303,Action,DYNASTY WARRIORS 8: Xtreme Legends Complete Edition / 真・三國無双７ with 猛将伝,DYNASTY WARRIORS 8: Xtreme Legends Complete Edition,5.32,2014,0
1304,Indie,Garry's Mod,Garry's Mod,139.35,2006,2
1305,Action,Terraria,Terraria,65.83,2011,0
1306,Action,Eternal Senia,Eternal Senia,1.6,2015,2
1307,Casual,Unturned,Unturned,243.37,2017,2
1308,Free to Play,Unturned,Unturned,0.45,2017,2
1309,Action,The Binding of Isaac: Rebirth,The Binding of Isaac: Rebirth,0.27,2014,2
1310,Action,Borderlands 2,Borderlands 2,32.55,2012,2
1311,Action,Borderlands 2,Borderlands 2,9.95,2012,2
1312,Massively Multiplayer,Realm of the Mad God,Realm of the Mad God,8.58,2012,2
1313,Action,Terraria,Terraria,49.85,2011,2
1314,Adventure,Unturned,Unturned,47.38,2017,0
1315,Action,Unturned,Unturned,0.0,2017,2
1316,Action,Terraria,Terraria,1.48,2011,2
1317,Indie,Rust,Rust,134.23,2013,2
1318,Indie,Garry's Mod,Garry's Mod,2.85,2006,2
1319,Massively Multiplayer,DayZ,DayZ,10.48,2013,2
1320,Indie,Garry's Mod,Garry's Mod,8.52,2006,2
1321,Action,Left 4 Dead 2,Left 4 Dead 2,14.28,2009,2
1322,Indie,Garry's Mod,Garry's Mod,1.95,2006,2
1323,Indie,Unturned,Unturned,45.23,2017,0
1324,Indie,Chivalry: Medieval Warfare,Chivalry: Medieval Warfare,0.0,2012,2
1325,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,43.42,2012,2
1326,Simulation,Garry's Mod,Garry's Mod,3.48,2006,2
1327,Free to Play,Loadout,Loadout,4.27,2014,1
1328,Action,BioShock™,BioShock,1.45,2007,0
1329,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,152.85,2012,2
1330,Indie,Garry's Mod,Garry's Mod,185.95,2006,2
1331,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,645.07,2012,2
1332,Action,Terraria,Terraria,44.43,2011,2
1333,Action,Dirty Bomb®,Dirty Bomb,0.0,2015,2
1334,RPG,Terraria,Terraria,224.95,2011,2
1335,Action,Borderlands 2,Borderlands 2,16.45,2012,2
1336,Action,Terraria,Terraria,38.53,2011,2
1337,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,1.12,2012,2
1338,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,65.17,2012,2
1339,Adventure,Life is Strange - Episode 1,Life Is Strange™,0.0,2015,2
1340,RPG,Spiral Knights,Spiral Knights,12.9,2011,2
1341,Free to Play,PlanetSide 2,PlanetSide 2,0.03,2012,2
1342,Simulation,Garry's Mod,Garry's Mod,22.12,2006,2
1343,Action,Super Hexagon,Super Hexagon,1.0,2012,2
1344,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,15.8,2012,1
1345,Indie,Unturned,Unturned,0.48,2017,2
1346,Free to Play,PlanetSide 2,PlanetSide 2,2.07,2012,2
1347,Strategy,Insurgency,Insurgency,197.83,2014,2
1348,Indie,No More Room in Hell,No More Room in Hell,0.0,2011,0
1349,Indie,Garry's Mod,Garry's Mod,8.25,2006,2
1350,Adventure,How to Survive,How to Survive,0.43,2013,2
1351,Indie,Garry's Mod,Garry's Mod,67.15,2006,2
1352,Indie,Garry's Mod,Garry's Mod,86.98,2006,2
1353,RPG,Terraria,Terraria,29.48,2011,2
1354,Indie,Garry's Mod,Garry's Mod,7.72,2006,2
1355,Indie,Trine 2: Complete Story,Trine 2,0.25,2013,2
1356,Casual,Poker Night at the Inventory,Poker Night at the Inventory,3.53,2010,2
1357,Action,Rust,Rust,13.1,2013,0
1358,Indie,Terraria,Terraria,69.45,2011,2
1359,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,73.4,2012,2
1360,Indie,Garry's Mod,Garry's Mod,66.87,2006,2
1361,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,138.9,2012,2
1362,Indie,Goat Simulator,Goat Simulator,0.33,2014,2
1363,Adventure,Spiral Knights,Spiral Knights,19.13,2011,2
1364,Free to Play,Unturned,Unturned,6.17,2017,2
1365,Indie,Game Dev Tycoon,Game Dev Tycoon,1.65,2013,2
1366,Adventure,Rust,Rust,472.0,2013,2
1367,Simulation,Don't Starve Together,Don't Starve Together,0.0,2016,2
1368,Action,Portal 2,Portal 2,9.35,2011,2
1369,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,395.05,2012,2
1370,Simulation,Garry's Mod,Garry's Mod,24.73,2006,2
1371,Adventure,Grand Theft Auto V,Grand Theft Auto V,36.08,2015,2
1372,Action,Amnesia: The Dark Descent,Amnesia: The Dark Descent,0.0,2010,2
1373,Action,No More Room in Hell,No More Room in Hell,21.25,2011,2
1374,Massively Multiplayer,Rust,Rust,1.32,2013,2
1375,Action,Saints Row: The Third,Saints Row: The Third,64.8,2011,2
1376,Massively Multiplayer,DayZ,DayZ,6.07,2013,2
1377,Indie,Orcs Must Die! 2,Orcs Must Die! 2,0.0,2012,2
1378,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,60.0,2012,2
1379,Action,Left 4 Dead 2,Left 4 Dead 2,27.6,2009,2
1380,Free to Play,Unturned,Unturned,3.22,2017,0
1381,Simulation,Garry's Mod,Garry's Mod,224.62,2006,2
1382,Early Access,Rust,Rust,67.12,2013,2
1383,Adventure,The Walking Dead,The Walking Dead,26.3,2012,2
1384,Simulation,Garry's Mod,Garry's Mod,474.43,2006,2
1385,Action,Fistful of Frags,Fistful of Frags,2.23,2014,2
1386,Action,Rust,Rust,0.3,2013,2
1387,Simulation,Garry's Mod,Garry's Mod,3.75,2006,2
1388,Simulation,Hurtworld,Hurtworld,1.07,2015,2
1389,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,1000.77,2012,2
1390,Action,PlanetSide 2,PlanetSide 2,44.55,2012,0
1391,Action,Half-Life 2,Half-Life 2,1.97,2004,2
1392,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,62.13,2012,2
1393,RPG,Rust,Rust,11.78,2013,2
1394,Action,Portal 2,Portal 2,13.77,2011,2
1395,Strategy,FTL: Faster Than Light,FTL: Faster Than Light,11.2,2012,0
1396,Indie,DayZ,DayZ,50.6,2013,1
1397,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,50.65,2012,2
1398,Action,Mount & Blade: Warband,Mount & Blade: Warband,386.53,2010,2
1399,Free to Play,Unturned,Unturned,8.0,2017,2
1400,RPG,Fallout: New Vegas,Fallout: New Vegas,21.3,2010,2
1401,Free to Play,Warframe,Warframe,44.38,2013,0
1402,Adventure,Don't Starve Together,Don't Starve Together,1.38,2016,2
1403,Adventure,Assassin’s Creed® III,Assassin's Creed® III,0.0,2012,2
1404,Action,Electronic Super Joy,Electronic Super Joy,9.9,2013,0
1405,Indie,Unturned,Unturned,79.62,2017,2
1406,Action,Terraria,Terraria,254.57,2011,2
1407,Indie,Chivalry: Medieval Warfare,Chivalry: Medieval Warfare,0.0,2012,2
1408,Massively Multiplayer,Heroes & Generals,Heroes & Generals,0.85,2016,2
1409,Action,Unturned,Unturned,216.8,2017,2
1410,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,7.4,2012,2
1411,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,37.98,2012,2
1412,Simulation,Arma 2: Operation Arrowhead,Arma 2: Operation Arrowhead,34.58,2010,2
1413,Adventure,Just Cause 2,Just Cause 2,0.0,2010,2
1414,Adventure,Unturned,Unturned,6.42,2017,2
1415,Adventure,Rust,Rust,101.72,2013,2
1416,Free to Play,Blacklight: Retribution,Blacklight: Retribution,57.17,2012,0
1417,Massively Multiplayer,Heroes & Generals,Heroes & Generals,2.18,2016,0
1418,RPG,Borderlands 2,Borderlands 2,8.4,2012,2
1419,RPG,Rust,Rust,1.82,2013,2
1420,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,110.37,2012,2
1421,Action,Left 4 Dead 2,Left 4 Dead 2,0.0,2009,2
1422,Adventure,Unturned,Unturned,61.1,2017,2
1423,Casual,Unturned,Unturned,25.93,2017,0
1424,Free to Play,Warframe,Warframe,4.28,2013,2
1425,Indie,Unturned,Unturned,13.87,2017,2
1426,Simulation,Besiege,Besiege,0.18,2015,2
1427,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,493.42,2012,2
1428,RPG,Reign Of Kings,Reign Of Kings,17.73,2015,2
1429,Simulation,FTL: Faster Than Light,FTL: Faster Than Light,0.15,2012,2
1430,Free to Play,The Expendabros,The Expendabros,0.4,2014,2
1431,Free to Play,Unturned,Unturned,35.23,2017,0
1432,Free to Play,Unturned,Unturned,0.0,2017,2
1433,Action,Terraria,Terraria,0.0,2011,2
1434,Action,PlanetSide 2,PlanetSide 2,0.0,2012,2
1435,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,29.38,2012,1
1436,Early Access,Rust,Rust,44.58,2013,2
1437,RPG,Castle Crashers®,Castle Crashers,12.73,2012,2
1438,Adventure,Terraria,Terraria,492.73,2011,2
1439,RPG,Nuclear Throne,Nuclear Throne,25.2,2015,2
1440,Early Access,Rust,Rust,5.53,2013,2
1441,Indie,Heroes & Generals,Heroes & Generals,13.87,2016,2
1442,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,399.23,2012,2
1443,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,1.15,2012,2
1444,Action,Killing Floor,Killing Floor,8.95,2009,0
1445,Simulation,Garry's Mod,Garry's Mod,1.82,2006,2
1446,Adventure,Castle Crashers®,Castle Crashers,18.95,2012,0
1447,RPG,BioShock™ Remastered,BioShock Remastered,0.0,2016,2
1448,Casual,Unturned,Unturned,0.35,2017,2
1449,Action,Call of Duty®: Black Ops II,Call of Duty: Black Ops II,0.0,2012,2
1450,Indie,Terraria,Terraria,4.83,2011,2
1451,Indie,DayZ,DayZ,2.72,2013,2
1452,Indie,Unturned,Unturned,33.23,2017,2
1453,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,12.42,2012,2
1454,Adventure,Unturned,Unturned,3.7,2017,0
1455,Simulation,Garry's Mod,Garry's Mod,1.7,2006,2
1456,Indie,Spiral Knights,Spiral Knights,0.6,2011,0
1457,Indie,Garry's Mod,Garry's Mod,34.73,2006,2
1458,Action,Killing Floor,Killing Floor,6.3,2009,2
1459,Action,Fallout: New Vegas,Fallout: New Vegas,3.67,2010,2
1460,Massively Multiplayer,DayZ,DayZ,7.25,2013,2
1461,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,26.12,2012,2
1462,Simulation,Garry's Mod,Garry's Mod,257.43,2006,2
1463,Action,Dust: An Elysian Tail,Dust: An Elysian Tail,0.0,2013,2
1464,RPG,Spiral Knights,Spiral Knights,0.62,2011,2
1465,Simulation,Garry's Mod,Garry's Mod,34.42,2006,2
1466,Action,Warframe,Warframe,98.15,2013,1
1467,Action,Unturned,Unturned,0.0,2017,2
1468,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,433.57,2012,2
1469,Strategy,Fractured Space,Fractured Space,30.83,2016,2
1470,Adventure,Starbound,Starbound,156.63,2016,2
1471,Massively Multiplayer,Red Orchestra 2: Heroes of Stalingrad with Rising Storm,Rising Storm/Red Orchestra 2 Multiplayer,4.48,2011,2
1472,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,7.32,2012,2
1473,Indie,Garry's Mod,Garry's Mod,6.93,2006,2
1474,Indie,Robocraft,Robocraft,6.33,2017,2
1475,Action,Unturned,Unturned,2.23,2017,2
1476,Indie,Garry's Mod,Garry's Mod,180.33,2006,2
1477,Action,Evolve Stage 2,Evolve Stage 2,0.02,2015,2
1478,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,176.43,2012,2
1479,Indie,Garry's Mod,Garry's Mod,245.95,2006,2
1480,Indie,Stranded Deep,Stranded Deep,1.83,2015,2
1481,Action,BioShock™,BioShock,0.45,2007,2
1482,Indie,Garry's Mod,Garry's Mod,144.52,2006,2
1483,Simulation,Garry's Mod,Garry's Mod,41.03,2006,2
1484,Adventure,Unturned,Unturned,0.0,2017,2
1485,Indie,Garry's Mod,Garry's Mod,258.33,2006,2
1486,Free to Play,Unturned,Unturned,91.77,2017,2
1487,Adventure,Terraria,Terraria,0.0,2011,0
1488,Indie,Unturned,Unturned,0.07,2017,2
1489,Action,Terraria,Terraria,23.58,2011,2
1490,Adventure,Terraria,Terraria,50.27,2011,2
1491,Adventure,POSTAL 2,POSTAL 2,13.5,2003,2
1492,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,28.38,2012,0
1493,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,28.38,2012,2
1494,Casual,Unturned,Unturned,91.87,2017,2
1495,RPG,South Park™: The Stick of Truth™,South Park™: The Stick of Truth™,1.98,2014,2
1496,Action,Rust,Rust,1.35,2013,2
1497,Action,Arma 2: Operation Arrowhead,Arma 2: Operation Arrowhead,19.23,2010,2
1498,Action,PlanetSide 2,PlanetSide 2,0.0,2012,2
1499,Action,Left 4 Dead 2,Left 4 Dead 2,439.78,2009,2
1500,Simulation,Garry's Mod,Garry's Mod,574.73,2006,2
1501,Simulation,Garry's Mod,Garry's Mod,14.33,2006,0
1502,Free to Play,Dirty Bomb®,Dirty Bomb,7.57,2015,2
1503,Adventure,Terraria,Terraria,121.68,2011,2
1504,Action,Fistful of Frags,Fistful of Frags,0.0,2014,2
1505,Action,BioShock Infinite,BioShock Infinite,22.08,2013,2
1506,Casual,Clicker Heroes,Clicker Heroes,38.18,2015,2
1507,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,26.38,2012,2
1508,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,561.63,2012,2
1509,Action,The Expendabros,The Expendabros,1.78,2014,2
1510,Action,Fallout: New Vegas,Fallout: New Vegas,0.0,2010,2
1511,Indie,Garry's Mod,Garry's Mod,14.62,2006,2
1512,Action,Half-Life 2,Half-Life 2,0.17,2004,0
1513,Action,Unturned,Unturned,335.52,2017,0
1514,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,2.52,2012,2
1515,Action,BioShock™,BioShock,0.0,2007,2
1516,Adventure,Terraria,Terraria,63.3,2011,2
1517,Free to Play,Warframe,Warframe,0.0,2013,1
1518,Strategy,XCOM: Enemy Unknown,XCOM: Enemy Unknown,8.18,2012,0
1519,Action,Fallout: New Vegas,Fallout: New Vegas,64.4,2010,2
1520,Indie,Terraria,Terraria,48.53,2011,2
1521,Adventure,Unturned,Unturned,39.17,2017,2
1522,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,1.77,2012,2
1523,Adventure,Terraria,Terraria,0.42,2011,2
1524,Massively Multiplayer,PlanetSide 2,PlanetSide 2,0.0,2012,2
1525,Casual,Game Dev Tycoon,Game Dev Tycoon,11.72,2013,2
1526,Indie,The Forest,The Forest,0.5,2014,2
1527,Action,Tomb Raider,Tomb Raider,5.5,2013,2
1528,Free to Play,Unturned,Unturned,4.97,2017,2
1529,Massively Multiplayer,DayZ,DayZ,22.78,2013,2
1530,Action,Unturned,Unturned,3.52,2017,1
1531,RPG,Terraria,Terraria,115.47,2011,2
1532,Strategy,Sid Meier's Civilization® V,Sid Meier's Civilization V,13.2,2010,2
1533,Action,Left 4 Dead 2,Left 4 Dead 2,1.33,2009,2
1534,Simulation,Robocraft,Robocraft,118.6,2017,0
1535,Free to Play,Warframe,Warframe,0.0,2013,2
1536,Action,sZone-Online,sZone-Online,0.63,2015,0
1537,Indie,Robocraft,Robocraft,16.48,2017,2
1538,Free to Play,Everlasting Summer,Everlasting Summer,0.0,2014,2
1539,Indie,Starbound,Starbound,74.48,2016,2
1540,Action,ARK: Survival Evolved,ARK: Survival Evolved,1.03,2017,0
1541,Indie,The Forest,The Forest,8.08,2014,2
1542,Simulation,Garry's Mod,Garry's Mod,80.0,2006,2
1543,Simulation,Clicker Heroes,Clicker Heroes,56.15,2015,2
1544,Adventure,Don't Starve Together,Don't Starve Together,0.0,2016,2
1545,Indie,Rust,Rust,142.85,2013,2
1546,Indie,Garry's Mod,Garry's Mod,94.43,2006,2
1547,Indie,Dungeon Defenders II,Dungeon Defenders II,24.27,2017,0
1548,Indie,Terraria,Terraria,124.83,2011,2
1549,Indie,Rust,Rust,5.6,2013,2
1550,Action,Unturned,Unturned,0.12,2017,2
1551,Casual,Unturned,Unturned,1.88,2017,1
1552,Indie,Rust,Rust,58.3,2013,2
1553,Massively Multiplayer,Counter-Strike Nexon: Zombies,Counter-Strike Nexon: Zombies,0.0,2014,2
1554,Adventure,Portal 2,Portal 2,6.88,2011,2
1555,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,9.52,2012,0
1556,Massively Multiplayer,Rust,Rust,1.57,2013,2
1557,Action,Saints Row IV,Saints Row IV,22.43,2013,2
1558,Strategy,Awesomenauts - the 2D moba,Awesomenauts,176.7,2012,0
1559,Simulation,Slime Rancher,Slime Rancher,3.3,2017,2
1560,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,1701.93,2012,2
1561,Free to Play,Toribash,Toribash,7.72,2006,2
1562,Massively Multiplayer,PlanetSide 2,PlanetSide 2,1.77,2012,1
1563,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,67.67,2012,2
1564,Action,Warframe,Warframe,0.25,2013,0
1565,Action,BioShock Infinite,BioShock Infinite,11.02,2013,2
1566,Indie,DayZ,DayZ,79.87,2013,2
1567,RPG,Neverwinter,Neverwinter,0.4,2013,2
1568,Casual,Counter-Strike Nexon: Zombies,Counter-Strike Nexon: Zombies,0.0,2014,2
1569,Indie,Garry's Mod,Garry's Mod,53.12,2006,2
1570,RPG,Terraria,Terraria,0.45,2011,2
1571,Indie,Insurgency,Insurgency,1.88,2014,2
1572,Action,Starbound,Starbound,39.57,2016,2
1573,Indie,Chivalry: Medieval Warfare,Chivalry: Medieval Warfare,0.0,2012,2
1574,Indie,Garry's Mod,Garry's Mod,5.47,2006,2
1575,RPG,Terraria,Terraria,3.75,2011,2
1576,Action,ORION: Prelude,ORION: Prelude,3.08,2013,2
1577,Simulation,Garry's Mod,Garry's Mod,4.87,2006,0
1578,Action,Half-Life 2,Half-Life 2,2.27,2004,2
1579,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,72.47,2012,1
1580,Indie,Unturned,Unturned,11.55,2017,0
1581,Free to Play,Unturned,Unturned,0.13,2017,2
1582,Simulation,Garry's Mod,Garry's Mod,0.0,2006,2
1583,RPG,Terraria,Terraria,24.55,2011,2
1584,Simulation,Garry's Mod,Garry's Mod,160.87,2006,2
1585,Casual,Unturned,Unturned,0.28,2017,2
1586,Action,Counter-Strike: Source,Counter-Strike: Source,10.92,2004,0
1587,Strategy,Arma 3,Arma 3,2.05,2013,2
1588,Action,PAYDAY™ The Heist,PAYDAY: The Heist,9.18,2011,2
1589,Action,Just Cause 2,Just Cause 2,16.03,2010,2
1590,Indie,Garry's Mod,Garry's Mod,588.82,2006,2
1591,Action,Left 4 Dead 2,Left 4 Dead 2,101.53,2009,2
1592,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,1119.35,2012,2
1593,RPG,Castle Crashers®,Castle Crashers,1.65,2012,2
1594,Adventure,Contagion,Contagion,2.67,2013,0
1595,Adventure,Rust,Rust,2.23,2013,1
1596,Indie,Robocraft,Robocraft,3.48,2017,2
1597,Indie,Realm of the Mad God,Realm of the Mad God,0.95,2012,2
1598,Action,Just Cause 2,Just Cause 2,75.2,2010,0
1599,Simulation,Goat Simulator,Goat Simulator,0.08,2014,2
1600,Indie,Garry's Mod,Garry's Mod,170.68,2006,2
1601,Action,Brawlhalla,Brawlhalla,2.23,2017,2
1602,Adventure,Saints Row IV,Saints Row IV,1.47,2013,2
1603,RPG,Rust,Rust,59.57,2013,2
1604,Adventure,Unturned,Unturned,0.28,2017,2
1605,Action,Just Cause 2,Just Cause 2,17.18,2010,2
1606,Action,State of Decay,State of Decay,57.42,2013,0
1607,Action,Grand Theft Auto V,Grand Theft Auto V,40.25,2015,2
1608,Indie,Garry's Mod,Garry's Mod,32.1,2006,2
1609,Simulation,Garry's Mod,Garry's Mod,8.33,2006,2
1610,Simulation,Robocraft,Robocraft,0.0,2017,2
1611,Free to Play,Robocraft,Robocraft,11.23,2017,2
1612,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,1303.92,2012,2
1613,Simulation,Goat Simulator,Goat Simulator,5.93,2014,2
1614,RPG,Rust,Rust,83.38,2013,2
1615,Action,Counter-Strike: Source,Counter-Strike: Source,0.0,2004,2
1616,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,1100.87,2012,2
1617,Simulation,Garry's Mod,Garry's Mod,58.4,2006,2
1618,Adventure,Pajama Sam: No Need to Hide When It's Dark Outside,Pajama Sam in No Need to Hide When It's Dark Outside,1.65,1996,2
1619,Adventure,Grand Theft Auto V,Grand Theft Auto V,23.37,2015,2
1620,Adventure,Unturned,Unturned,6.65,2017,2
1621,Adventure,Terraria,Terraria,39.68,2011,2
1622,Adventure,Rust,Rust,35.22,2013,0
1623,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,5.77,2012,2
1624,Indie,Garry's Mod,Garry's Mod,257.43,2006,2
1625,Adventure,The Walking Dead,The Walking Dead,0.2,2012,2
1626,Adventure,Terraria,Terraria,2.0,2011,2
1627,RPG,Rust,Rust,5.33,2013,2
1628,Indie,Unturned,Unturned,0.25,2017,2
1629,Indie,Garry's Mod,Garry's Mod,10.62,2006,2
1630,Indie,Garry's Mod,Garry's Mod,41.03,2006,2
1631,Action,Unturned,Unturned,2.82,2017,2
1632,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,3.18,2012,2
1633,Massively Multiplayer,Rust,Rust,83.52,2013,2
1634,Action,Borderlands 2,Borderlands 2,57.75,2012,2
1635,Indie,Outlast,Outlast,4.0,2013,2
1636,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,95.52,2012,2
1637,Simulation,Garry's Mod,Garry's Mod,2.65,2006,2
1638,Massively Multiplayer,The Elder Scrolls® Online: Tamriel Unlimited™,The Elder Scrolls Online: Tamriel Unlimited,0.02,2014,2
1639,Action,Heroes & Generals,Heroes & Generals,0.35,2016,1
1640,Action,Unturned,Unturned,4.63,2017,2
1641,Indie,Garry's Mod,Garry's Mod,397.43,2006,2
1642,Simulation,Surgeon Simulator,Surgeon Simulator,11.0,2013,2
1643,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,251.88,2012,2
1644,Indie,Robocraft,Robocraft,3.72,2017,2
1645,Action,Mount & Blade: Warband,Mount & Blade: Warband,837.17,2010,2
1646,RPG,Dungeon Defenders II,Dungeon Defenders II,5.98,2017,2
1647,Free to Play,Toribash,Toribash,0.6,2006,2
1648,Casual,Unturned,Unturned,7.15,2017,2
1649,Action,Cry of Fear,Cry of Fear,0.97,2013,0
1650,Indie,Garry's Mod,Garry's Mod,80.25,2006,2
1651,Adventure,Unturned,Unturned,0.73,2017,0
1652,Simulation,Robocraft,Robocraft,1.23,2017,2
1653,Indie,Garry's Mod,Garry's Mod,3554.15,2006,2
1654,Action,PAYDAY™ The Heist,PAYDAY: The Heist,16.93,2011,2
1655,Action,Unturned,Unturned,34.42,2017,2
1656,RPG,FINAL FANTASY VII,FINAL FANTASY VII,0.65,2013,2
1657,Action,Hotline Miami,Hotline Miami,1.07,2012,2
1658,Indie,Spiral Knights,Spiral Knights,0.0,2011,2
1659,Strategy,Sid Meier's Civilization® V,Sid Meier's Civilization V,0.83,2010,0
1660,Action,Half-Life 2,Half-Life 2,3.55,2004,2
1661,Free to Play,Robocraft,Robocraft,0.0,2017,0
1662,Indie,Garry's Mod,Garry's Mod,214.87,2006,2
1663,Massively Multiplayer,PlanetSide 2,PlanetSide 2,0.73,2012,0
1664,Indie,Garry's Mod,Garry's Mod,53.37,2006,2
1665,Simulation,Banished,Banished,0.0,2014,0
1666,Action,Heroes & Generals,Heroes & Generals,82.58,2016,2
1667,Indie,Terraria,Terraria,4.8,2011,2
1668,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,1042.85,2012,2
1669,Action,Unturned,Unturned,0.4,2017,2
1670,Early Access,Rust,Rust,2.38,2013,2
1671,Indie,Rocket League®,Rocket League,0.0,2015,2
1672,Action,Rust,Rust,465.02,2013,2
1673,Adventure,Unturned,Unturned,31.28,2017,0
1674,Action,Unturned,Unturned,1.5,2017,2
1675,Indie,Awesomenauts - the 2D moba,Awesomenauts,149.32,2012,2
1676,Action,Robocraft,Robocraft,0.0,2017,2
1677,Adventure,Guns of Icarus Online,Guns of Icarus Online,1.65,2012,2
1678,Free to Play,Unturned,Unturned,1.63,2017,2
1679,Simulation,Goat Simulator,Goat Simulator,4.7,2014,2
1680,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,67.6,2012,2
1681,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,147.18,2012,2
1682,Action,Unturned,Unturned,1.28,2017,2
1683,RPG,Mount & Blade: Warband,Mount & Blade: Warband,62.45,2010,2
1684,Free to Play,Unturned,Unturned,1.53,2017,2
1685,RPG,Robocraft,Robocraft,88.8,2017,2
1686,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,54.83,2012,2
1687,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,139.87,2012,2
1688,Adventure,Antichamber,Antichamber,0.37,2013,2
1689,Free to Play,Unturned,Unturned,1.02,2017,0
1690,Strategy,Sid Meier's Civilization® V,Sid Meier's Civilization V,30.93,2010,2
1691,Free to Play,Unturned,Unturned,8.97,2017,2
1692,Simulation,Garry's Mod,Garry's Mod,18.03,2006,2
1693,Adventure,Terraria,Terraria,43.15,2011,2
1694,Casual,Unturned,Unturned,1.73,2017,2
1695,Indie,Garry's Mod,Garry's Mod,3.98,2006,2
1696,Simulation,This War of Mine,This War of Mine,74.0,2014,2
1697,Strategy,XCOM: Enemy Unknown,XCOM: Enemy Unknown,33.63,2012,2
1698,Indie,BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien,BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien,4.75,2013,2
1699,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,417.85,2012,2
1700,Action,PlanetSide 2,PlanetSide 2,0.75,2012,0
1701,Free to Play,Unturned,Unturned,0.0,2017,2
1702,Adventure,Spiral Knights,Spiral Knights,2.68,2011,2
1703,Free to Play,ACE - Arena: Cyber Evolution,ACE - Arena: Cyber Evolution,1.53,2014,1
1704,Free to Play,Unturned,Unturned,1.17,2017,2
1705,Simulation,FTL: Faster Than Light,FTL: Faster Than Light,2.0,2012,0
